p401,net_tfa,age,inc,fsize,educ,pira
1,48206.76,35,47507.09,4,17,0
1,61885.67,47,46345.64,4,16,1
0,26449.6,56,16356.22,4,12,0
1,40446.62,48,49729.97,4,15,1
0,21916.68,38,24220.33,4,12,0
1,34413.87,42,28321.48,2,12,1
1,45875.05,48,34736.99,4,12,1
0,18821.31,48,17621.1,1,11,1
0,28639.11,29,55932.19,1,11,0
1,70359.2,38,58866.62,2,15,0
0,52714.08,37,139416.36,1,13,1
0,31137.44,64,26256.54,3,8,0
0,38629.5,57,29036.44,5,15,0
1,51532.04,41,101554.41,2,12,0
1,46107.06,47,12754.27,5,10,1
1,49807.35,47,24853.63,3,17,1
0,29305.36,26,88409.09,1,12,0
1,45880.76,44,21821.27,5,12,0
0,43324.99,47,151584.88,3,8,1
1,42939.46,57,26994.28,2,11,1
0,29136.72,46,18692.72,3,14,0
1,22322.82,38,36808.56,5,9,0
0,43214.29,46,36269.8,1,13,0
0,41018.2,26,26271.56,1,17,0
0,64010.57,59,27001.56,1,17,0
0,41438.36,48,38739.31,1,15,0
0,39297.7,44,27298.23,3,12,0
1,44911.02,53,19840.37,2,10,0
0,33684.7,43,36020.3,3,12,0
1,26173.83,26,33445.39,5,8,0
0,25923.53,57,13596.26,4,8,0
0,33819.0,26,43172.6,1,9,0
1,44175.0,42,33394.17,4,13,0
1,53914.94,64,81460.89,4,10,0
0,29800.56,64,26746.31,1,10,0
0,17084.92,29,18816.28,3,8,0
0,29125.1,26,21955.38,3,15,0
1,51506.38,55,74501.89,5,15,0
0,26351.79,25,49786.55,2,15,0
0,32523.38,43,34335.85,1,9,0
1,56277.06,37,18199.32,1,16,0
0,20319.3,32,25849.06,2,13,1
1,45459.28,36,36579.71,5,17,1
0,40283.84,49,51065.39,5,17,0
1,49008.94,35,27745.29,4,11,1
0,37651.09,35,79326.95,2,10,1
0,31828.19,28,30858.0,2,13,0
0,53994.24,40,74882.01,1,17,0
0,25430.7,46,15214.68,5,8,0
1,49045.45,53,52763.45,2,15,0
0,25399.46,29,29239.52,1,13,0
0,38275.69,46,10596.18,1,12,0
0,32540.08,56,54869.55,3,10,1
0,33749.2,50,25156.1,2,17,0
0,37657.54,26,68697.56,2,10,1
0,54615.73,39,17792.46,5,17,0
0,24506.76,32,34459.0,1,9,1
0,40382.18,32,44466.77,3,17,0
1,44286.25,53,13726.08,4,13,1
0,12226.17,42,29892.8,5,9,1
0,21513.47,26,50914.9,3,8,0
0,30584.4,26,22028.89,3,8,0
0,18468.95,27,24171.18,4,10,0
0,21627.58,26,60224.47,2,9,0
1,60861.16,51,195466.16,1,14,0
0,59761.54,49,24728.1,3,14,0
1,58054.69,52,48306.13,3,17,1
0,43087.06,34,24746.58,1,16,0
1,56004.6,49,91604.92,4,17,0
1,33619.47,39,25813.36,4,11,1
1,46388.93,58,41830.82,1,8,1
0,3888.64,29,75347.56,3,8,0
0,37211.13,37,19232.73,3,15,1
1,49852.82,52,51377.69,3,11,0
0,36472.31,44,31033.86,4,15,1
0,27499.88,61,12984.14,4,13,0
0,42123.47,55,25324.29,2,16,0
0,39966.93,33,36375.94,2,16,1
0,33538.33,60,26112.26,5,9,1
1,37586.19,54,61408.77,1,8,0
0,27445.94,35,29255.64,2,11,0
0,28028.2,42,41038.31,4,12,0
0,28525.19,27,48220.9,1,14,1
1,33114.17,34,129092.16,1,8,0
0,34457.38,30,54442.45,2,13,0
0,41258.61,57,23106.41,2,15,0
1,37042.51,35,93621.19,2,10,0
0,36133.95,61,39867.65,3,11,1
0,34810.6,38,42751.31,3,16,0
0,34014.55,32,17636.66,2,9,0
1,58250.26,41,30306.89,3,16,0
1,32269.04,30,42095.96,2,10,1
1,55859.28,64,14267.08,1,12,0
0,32840.76,25,29360.04,3,11,0
0,28924.09,36,36682.68,1,9,0
0,63025.88,64,23246.57,3,15,0
0,24067.1,37,84589.16,3,10,0
0,21021.4,30,98320.48,3,16,1
0,53807.07,53,16042.36,4,17,0
0,45189.78,41,11335.97,2,17,1
0,10744.44,25,15662.67,3,9,0
1,46930.49,53,81644.93,2,16,1
0,40882.01,28,17496.78,4,14,0
1,49546.94,38,31601.29,4,17,1
0,50364.05,58,83727.15,1,14,0
0,32251.82,27,55142.78,5,15,0
1,37473.37,25,65151.88,5,13,0
1,50143.8,53,38411.29,5,16,0
0,29521.53,58,140781.23,2,8,0
0,41550.51,40,27951.41,5,15,0
0,20931.13,55,17548.34,1,8,0
0,29309.14,33,39078.42,5,12,0
0,51872.48,59,201678.14,2,17,0
1,49783.85,60,95122.21,5,8,0
1,43091.15,47,31114.01,3,15,0
1,57438.57,48,13780.02,4,15,0
1,30472.03,45,37870.11,1,9,1
1,44802.74,45,49769.67,3,9,1
0,55697.84,35,52925.93,5,11,0
1,55355.34,63,34176.1,5,12,0
0,43068.91,36,19653.7,2,10,0
1,49733.33,54,26393.56,5,16,0
0,42322.07,31,46614.71,2,13,1
1,50799.48,54,84773.1,4,10,0
0,37791.95,45,68066.87,1,11,0
1,32263.67,34,31438.81,4,13,1
0,37281.21,46,31994.61,1,10,1
1,40663.82,25,74571.98,3,10,1
1,36292.52,31,70039.67,3,10,0
1,36218.73,63,49253.12,3,9,0
0,25366.71,47,9342.61,3,11,0
0,34966.18,49,15684.59,4,14,0
0,39181.04,32,56619.53,1,11,0
0,12914.35,27,72548.0,5,8,0
1,51843.33,44,48355.43,1,16,0
0,40560.33,59,38953.33,5,14,1
0,34663.71,54,36216.79,5,10,1
0,20410.92,39,45566.64,2,8,1
0,39628.03,61,15201.61,1,12,0
1,49685.76,36,23884.0,5,17,1
1,42082.38,63,51547.53,4,16,0
1,51126.02,48,30454.89,5,15,0
1,64696.24,54,32968.39,1,16,0
1,33609.42,62,35606.85,3,11,1
1,47063.79,53,45102.72,4,15,1
0,61128.06,45,26171.84,2,16,0
1,51370.87,60,19039.34,5,10,0
1,52333.06,48,43684.71,4,15,0
0,19431.26,41,12905.47,1,10,1
1,57766.22,48,32787.62,2,15,0
0,18131.97,32,15400.72,1,10,0
0,35483.02,59,69308.07,1,9,0
1,45312.52,43,151710.54,3,9,1
0,19277.12,43,18023.52,4,10,1
0,58482.24,63,63057.86,5,16,0
0,37414.04,25,27012.96,1,15,1
1,38199.04,48,25121.6,1,9,0
1,40024.77,61,27534.48,1,14,0
1,66346.26,63,45278.26,4,16,0
0,27844.86,28,52961.65,3,9,1
0,28433.9,34,23835.8,2,10,0
1,36312.76,36,24867.0,4,11,0
1,50592.17,53,70761.78,5,15,1
0,32264.54,47,83615.15,1,10,0
0,16396.64,26,19245.91,2,8,1
1,31484.64,25,29875.14,1,9,0
0,28564.49,39,66887.46,4,9,0
1,58840.73,56,128217.21,4,14,1
0,47072.46,43,42108.77,5,11,0
1,47383.4,56,48964.51,3,13,0
0,29648.86,48,21360.31,2,10,0
1,32179.47,51,67756.21,5,13,0
0,43299.63,45,49087.53,2,15,1
0,28650.84,26,29444.91,4,9,1
0,36915.17,40,36732.88,1,11,1
1,45114.57,57,140271.74,2,8,0
1,43056.08,39,91802.21,4,10,0
0,33639.78,60,92069.14,2,10,0
1,25863.33,30,21320.29,4,8,0
0,39366.76,55,17546.34,1,14,0
0,29413.35,36,14170.34,4,13,0
0,25677.76,47,53788.1,4,8,0
0,11286.75,32,18103.36,1,11,0
1,48526.55,60,19504.08,1,11,0
1,38917.43,41,74385.72,3,12,0
0,37777.46,45,12064.13,3,8,1
1,35971.6,36,50240.74,5,11,1
0,27678.39,27,17627.15,4,11,0
0,41097.69,49,39349.23,2,15,0
1,49478.67,57,152297.6,5,11,0
0,46719.21,52,45300.35,5,13,0
1,48095.67,50,31401.41,5,11,1
0,29310.28,54,32195.53,3,10,1
0,14806.33,41,32042.67,5,9,1
1,26303.06,63,26534.58,4,9,1
1,42441.55,41,13367.74,2,15,1
1,28361.79,48,21744.89,1,9,1
1,49688.19,59,83707.41,3,14,1
1,51216.05,46,77916.52,2,16,1
1,43330.34,53,53819.98,1,10,1
0,28672.0,27,35923.06,5,8,0
1,52393.3,41,53819.2,1,16,1
1,47770.78,57,43026.68,2,15,0
0,35619.74,37,53138.66,1,14,0
1,28651.0,51,93366.22,4,8,0
1,34025.1,25,78336.46,2,13,0
0,26406.52,32,30130.28,2,12,0
0,38655.41,43,21853.77,2,9,0
0,27121.93,45,10629.34,4,8,1
1,49930.66,57,23744.64,4,8,0
0,30819.21,34,34976.5,5,11,0
0,26568.07,41,34076.51,2,8,0
1,59431.23,51,36078.17,2,13,0
0,21857.08,51,47539.78,1,8,0
0,51540.91,41,67685.71,1,14,1
0,53578.81,41,14780.09,1,17,0
0,40238.31,64,20443.88,4,16,0
0,30808.54,45,20472.39,2,14,0
0,19830.93,29,55771.17,1,8,0
1,54736.23,44,110251.98,3,15,0
1,45430.43,53,41971.24,2,9,0
0,29199.35,44,48486.9,2,12,0
0,19918.52,33,27428.37,1,10,0
0,36677.97,29,20726.35,5,9,1
0,49277.27,26,24888.75,1,14,1
1,41144.91,30,96785.54,3,13,0
1,59044.0,62,36239.71,2,10,0
1,28254.7,28,32794.94,1,11,0
1,51797.7,34,54340.28,1,16,1
0,39379.6,50,39392.23,2,10,1
0,42113.94,50,71179.92,4,15,0
0,22749.16,44,37242.64,3,8,1
1,41941.0,57,44319.64,1,11,0
0,49542.89,63,50692.96,1,17,0
1,56511.27,64,26081.96,3,16,1
0,55249.94,46,29298.56,3,13,1
1,41794.38,43,54451.64,1,8,0
0,23566.22,57,40337.67,2,9,1
0,42443.63,56,26580.44,1,12,0
0,42347.13,30,37095.09,2,17,1
1,64183.87,34,169640.95,2,15,1
1,43456.37,55,33531.74,3,15,1
1,44525.82,57,23348.77,4,13,1
0,46611.69,42,47798.18,5,17,0
1,50279.49,58,100724.1,3,12,0
0,44718.02,55,33258.57,1,16,0
1,40966.36,33,32234.13,1,12,1
0,29606.96,38,28733.05,5,16,0
1,39010.71,64,17025.75,1,11,0
1,44771.46,46,34900.07,2,16,0
1,60978.75,26,71111.81,4,15,0
1,49240.81,55,47594.87,5,12,0
1,52418.06,61,39482.15,3,9,0
0,35956.97,37,13375.79,5,15,0
0,37419.47,53,29876.57,4,15,0
1,44578.22,32,18877.51,1,14,0
0,32237.97,30,7373.03,1,11,0
0,31599.73,55,25700.42,3,9,0
1,47957.24,63,52858.81,1,12,1
0,45213.46,64,20687.17,2,17,0
0,39988.91,64,21994.84,3,10,0
0,47115.16,44,105346.99,4,15,0
1,34283.23,49,55165.7,2,11,0
1,44096.69,35,78741.15,3,12,1
0,46584.72,51,81209.49,3,13,0
1,33545.44,42,54564.95,5,13,0
1,53144.77,45,35466.71,4,14,1
1,53543.19,29,48533.19,2,16,1
1,35461.03,30,88206.62,1,10,0
1,50105.6,64,42830.36,1,14,1
0,33327.48,48,40100.3,2,14,0
1,57502.79,37,41485.33,1,17,0
1,48004.88,35,63597.25,2,15,0
0,18562.19,42,26978.24,1,10,0
0,28494.07,52,100611.16,5,9,0
1,33547.14,62,65120.51,3,9,0
1,45405.78,64,24719.1,4,14,0
1,43788.32,33,106589.15,2,9,0
0,12551.01,35,13160.91,4,10,0
0,36646.55,37,9044.81,2,17,0
0,33875.35,29,52458.63,4,11,1
1,43611.45,61,22992.15,2,10,0
1,35746.04,46,25035.45,4,15,1
0,30703.76,45,50006.54,2,9,1
0,39641.78,50,70313.69,3,15,0
0,35210.41,28,140648.81,4,9,1
1,27809.84,40,48833.26,5,8,0
0,23884.96,47,23691.99,1,14,0
1,56460.41,39,51862.0,1,17,1
0,16685.28,54,29954.36,1,8,0
0,48813.77,32,26077.9,4,16,0
1,10739.23,32,70041.96,5,8,1
0,62726.36,61,78852.52,2,15,0
0,17119.51,25,11746.08,4,10,0
0,29916.73,58,67519.37,1,8,0
0,22154.42,41,39722.13,1,13,0
1,63565.99,60,49556.41,5,17,1
1,48802.36,59,19857.36,5,17,0
0,27925.6,45,18923.1,1,8,0
1,37288.32,49,26766.75,1,16,0
1,39012.07,35,49426.98,5,16,0
0,36426.54,50,32136.37,1,13,0
0,35056.59,47,28493.11,2,11,0
1,59415.17,63,61612.76,1,17,0
0,40781.71,47,21885.95,5,14,1
0,42642.01,26,11133.22,2,15,0
0,42626.02,48,46645.92,2,10,0
0,37331.09,34,17252.7,2,13,1
1,47484.89,28,39188.57,3,17,1
1,29275.21,37,67914.97,3,10,1
0,39479.73,54,20915.73,1,16,0
0,63029.27,44,24753.8,1,17,1
0,33263.35,36,15248.46,5,14,1
0,38265.27,42,33319.13,5,13,0
1,44324.54,42,21794.9,1,11,0
1,45985.45,38,11468.04,3,10,0
0,14179.41,36,29614.98,3,8,0
0,29237.96,64,62236.86,4,10,0
0,25999.72,39,15975.88,5,11,0
1,43551.07,47,39353.69,2,16,0
1,43342.92,30,22640.28,2,13,1
0,43992.4,49,11225.66,4,13,0
0,48979.76,57,78796.65,4,11,0
1,13641.0,47,45044.82,3,9,0
1,51129.12,50,36994.11,5,16,0
0,17563.96,30,21601.27,2,9,0
0,30882.7,58,11221.47,1,11,0
0,36755.59,42,58537.16,3,9,0
1,44573.94,33,22299.14,3,17,0
1,37676.85,50,102293.08,3,12,0
0,44842.91,27,22098.17,2,15,0
1,37222.69,44,27568.36,4,11,0
0,21485.93,25,31232.34,5,11,0
1,37086.98,53,29324.11,1,10,0
1,41499.62,55,44062.67,1,14,0
1,47170.19,27,32703.79,4,8,0
1,50899.37,61,37204.1,4,10,0
0,28435.53,43,24097.6,4,12,0
1,47219.16,33,84867.33,4,13,0
0,34009.21,34,36108.42,3,11,0
0,37473.87,58,28267.59,3,10,1
0,50837.43,52,36451.43,1,11,0
0,27399.6,33,19346.41,5,9,0
0,24392.15,54,26821.97,4,8,1
1,47002.02,31,39871.55,1,13,0
0,36041.98,33,40579.57,3,17,0
0,32746.04,29,100293.17,2,17,0
1,45397.77,62,33662.4,2,13,0
1,51722.5,45,43121.82,1,13,0
0,41662.65,28,19448.88,3,16,1
1,43277.33,30,73408.85,1,15,0
0,13266.04,38,29913.09,4,9,0
1,59461.06,46,114718.21,1,14,1
0,12418.5,38,12174.96,3,8,0
1,45828.21,40,81792.74,5,10,0
0,55343.19,62,30793.96,3,14,0
1,52340.29,63,30671.39,4,9,0
0,33339.53,61,17720.83,4,8,1
0,42499.93,57,50677.16,2,17,0
1,63337.48,56,72142.59,2,17,0
0,43492.25,53,15914.3,4,16,0
0,36149.86,39,40340.45,5,13,1
1,55470.46,43,22801.6,4,14,1
1,36089.07,28,41710.46,1,13,0
1,48451.63,36,41555.32,3,17,0
0,26966.97,55,16635.77,3,10,0
1,65487.87,47,11554.38,1,14,1
0,53746.33,64,31315.07,3,17,0
1,33546.92,54,55683.45,4,12,0
0,460.11,27,17000.49,5,9,0
0,21632.17,28,34023.93,5,11,1
0,43580.28,38,50544.16,1,14,0
0,46478.36,53,23666.64,3,16,0
0,21582.42,43,16983.87,3,8,0
0,30320.89,29,27567.08,5,11,0
1,44747.89,35,55621.41,2,11,0
0,40426.03,30,34407.05,2,13,0
1,60490.5,49,75223.47,3,16,0
0,38618.69,30,16402.96,3,17,0
1,55137.72,33,145062.58,5,13,0
1,45342.32,28,42173.54,4,17,0
1,60533.0,47,22694.51,2,16,0
1,32471.79,29,80522.57,3,9,0
0,42070.03,60,26475.48,2,12,0
1,54067.54,64,22947.12,3,14,0
1,35756.05,38,26043.06,1,17,0
0,51913.21,51,7444.28,2,17,1
0,47873.12,48,53612.11,4,14,1
0,17184.89,30,31157.48,5,9,0
1,56958.53,51,26361.87,5,16,0
0,30060.74,37,18149.18,2,12,0
0,51226.13,41,84511.81,5,16,0
0,28686.73,38,33301.62,1,8,1
1,43307.37,45,26987.82,2,10,0
1,56969.47,62,55801.54,4,16,1
1,43273.98,41,24701.85,3,12,0
0,41836.91,48,24877.95,5,9,1
1,46742.22,64,58620.75,3,12,0
1,31616.47,46,53025.81,1,9,0
1,40387.5,42,49678.31,2,15,1
1,44679.2,46,49818.5,4,11,0
0,28384.44,57,34681.72,1,8,1
0,35829.6,61,19770.46,5,11,0
0,45434.4,45,33163.94,1,16,1
0,28407.06,44,100079.84,4,11,0
0,21685.0,53,29283.1,3,11,1
1,47204.51,30,64724.55,3,17,0
0,24255.25,52,23181.09,5,10,0
1,45137.03,64,42144.75,2,11,0
1,41439.28,34,23004.29,3,13,0
1,51484.58,45,40183.07,4,12,0
0,29310.25,60,25851.67,3,15,0
0,22652.5,58,12458.64,1,8,1
0,60660.97,53,28997.06,3,16,0
1,67041.33,43,61848.33,2,17,1
0,19924.7,33,23861.73,2,12,1
1,39867.34,51,25608.33,4,17,0
0,43802.2,34,27051.07,4,13,0
1,33519.45,54,26789.09,1,12,0
0,16489.73,57,57515.16,2,8,0
1,47869.87,54,38757.0,1,15,1
0,33395.97,34,30367.3,4,13,1
0,28593.88,46,17819.98,3,13,1
1,52023.87,57,83396.52,1,10,1
0,23521.46,27,32400.39,4,11,0
0,42502.59,64,29054.27,5,11,1
1,59723.68,59,16741.62,3,13,0
1,47785.04,51,50206.65,2,9,0
1,49772.5,45,40512.42,2,15,1
0,38807.15,59,35551.8,5,13,0
0,36478.92,25,13636.74,4,15,0
1,50033.13,46,13874.71,1,11,0
1,54399.68,54,29351.04,1,14,1
1,66519.7,62,136798.52,5,16,0
1,48861.89,55,33280.35,3,12,0
1,63883.26,46,56906.25,3,17,0
1,38256.62,37,112797.45,3,10,0
1,64526.9,58,84415.4,5,16,1
0,42877.83,64,40360.88,4,8,0
0,20770.53,48,12221.95,4,11,0
0,35565.3,42,42431.9,1,16,0
0,41998.33,34,55004.72,4,8,1
0,37738.24,27,46862.77,4,14,1
0,31493.85,44,27333.86,5,11,0
0,23785.26,32,16554.02,4,9,0
1,33400.79,44,51777.97,4,10,1
0,16282.51,45,71955.09,2,8,0
1,42319.09,41,36396.1,4,14,1
0,39090.87,33,32205.06,4,17,0
1,39329.53,39,44741.26,1,10,0
1,25757.69,36,15785.15,3,11,0
1,63302.56,42,24402.35,2,16,1
1,62321.88,64,34471.37,3,15,0
0,40937.6,48,15676.71,1,12,1
0,48846.78,43,55255.59,5,12,0
0,39501.67,37,37110.49,1,16,0
1,40938.39,47,54034.13,5,11,1
0,47514.93,27,14825.56,4,17,0
1,35866.21,36,43156.1,5,12,0
1,48242.26,64,20725.46,2,10,1
1,45069.91,60,43699.1,1,14,0
1,52544.84,48,19870.87,5,17,0
0,22076.19,37,42668.64,1,15,1
1,56125.29,34,154707.08,5,13,0
0,35165.57,42,22538.26,1,15,0
1,38952.27,49,44538.89,1,10,1
0,53752.02,35,46822.77,3,16,0
1,47738.85,64,70717.54,1,15,0
0,24129.6,52,56813.27,5,9,0
1,59251.04,55,59387.84,1,15,0
1,50451.32,56,16471.64,1,8,0
1,49702.28,45,27645.23,5,11,0
1,41345.23,28,16213.32,4,13,0
1,45666.48,38,19356.52,3,12,0
0,53230.87,64,82608.41,1,13,0
0,32835.68,27,32140.51,2,8,0
1,66313.09,59,18306.62,1,17,0
0,25152.93,48,30508.55,4,11,0
0,35559.8,27,67108.16,1,10,0
0,21076.44,48,21920.64,5,10,0
0,50620.06,62,29929.73,5,15,1
1,55255.31,61,21175.58,3,12,1
0,36713.32,59,20626.9,5,14,0
1,25933.15,41,47956.39,4,8,0
1,47132.06,57,81141.37,5,9,1
0,34483.07,32,24454.63,1,16,0
0,46424.08,25,97889.58,2,17,1
0,33818.52,49,21838.2,4,13,0
1,50572.86,34,116126.85,5,14,0
1,52538.24,43,42214.77,2,15,0
1,60453.93,47,118878.11,5,16,0
1,23365.09,31,19528.0,4,11,0
1,41101.94,59,61469.24,5,9,1
1,52574.46,62,65321.54,4,12,1
0,26064.08,54,20575.05,4,8,0
1,28733.38,52,18853.08,2,8,1
1,34716.76,39,33110.88,2,9,0
0,21262.34,58,23308.14,4,8,0
1,62292.79,50,69189.78,1,16,0
1,56561.85,32,26680.08,4,17,0
0,46899.54,64,32829.84,4,16,0
1,62981.74,48,38177.41,3,16,0
1,59300.09,57,108694.64,5,15,0
0,30662.64,25,70952.94,1,17,0
0,21884.18,54,59473.44,5,11,0
0,44397.01,59,38238.53,2,9,0
0,30497.01,54,45635.41,1,8,0
0,33050.53,36,11399.31,3,13,1
0,25620.38,30,32515.41,2,14,0
1,42306.06,46,19461.76,1,13,0
0,25199.1,40,37929.58,4,13,1
1,46804.33,36,34828.99,3,16,0
1,44030.09,59,25344.15,5,10,1
0,30746.91,54,38675.85,5,10,0
1,61536.24,40,40491.98,4,9,1
0,48419.95,61,18685.7,2,15,0
0,34866.6,35,56120.04,4,15,0
1,46832.5,38,45781.06,3,12,0
0,30023.46,56,33303.33,4,10,1
0,44709.41,59,46419.06,3,15,0
1,40582.99,50,78533.18,5,12,0
0,26315.34,57,73083.75,5,8,0
1,65191.43,61,64872.26,2,13,0
0,37183.89,44,42912.29,5,13,1
1,53303.09,64,143025.8,2,13,1
1,50414.81,53,105064.52,1,13,1
0,25064.88,33,11255.66,2,8,0
1,32535.25,56,61025.58,2,8,0
1,30420.99,53,9796.08,2,11,1
1,62291.33,62,67706.9,4,17,0
0,39938.72,42,68536.81,2,10,0
1,54592.09,64,38925.18,5,15,1
0,60307.78,51,36821.71,4,16,0
0,26367.15,56,49655.06,4,8,1
1,36947.59,51,58325.35,4,8,0
1,44401.51,30,42422.54,1,16,1
0,42242.54,50,15514.69,1,11,1
0,43086.11,36,26125.26,5,14,0
1,56047.14,45,70082.33,4,14,1
1,27795.02,36,40667.31,4,9,0
1,41794.56,50,37874.29,4,15,0
1,52407.58,52,81983.97,3,11,1
0,41530.7,58,31650.25,2,17,0
1,21012.72,43,21069.72,2,8,0
1,57469.26,53,20124.74,4,14,0
0,28204.66,26,98615.63,5,11,0
0,37063.61,45,25844.39,4,13,0
1,46898.46,61,86670.37,3,11,0
0,29204.91,44,39519.36,4,9,0
1,22644.03,44,32480.42,1,10,0
0,23215.14,64,49680.84,4,10,0
0,37245.16,32,30614.34,5,12,0
0,43723.33,60,19048.89,5,12,1
1,39659.32,49,59497.98,1,8,0
1,39825.05,61,58176.77,5,10,0
0,42295.04,34,24661.29,3,11,0
0,27971.96,39,22563.78,3,11,0
0,61197.55,59,136477.85,4,14,1
0,33161.7,36,43685.73,1,8,0
1,65003.69,58,61860.27,2,13,0
1,48375.15,38,22584.91,4,14,0
0,36108.34,47,21158.16,2,13,0
1,50296.1,30,109004.46,3,14,0
0,23734.97,25,17339.92,4,11,1
0,40601.03,60,14536.23,2,11,1
0,41608.64,62,53606.87,2,14,0
0,58528.19,62,32784.94,1,15,0
1,28379.3,29,20500.91,2,8,0
0,32055.38,27,19140.73,3,15,1
0,39496.91,41,43835.12,2,12,1
1,22085.32,50,40928.98,1,8,0
0,44473.87,59,33383.42,5,16,0
0,28615.68,28,24555.79,2,17,1
1,53797.44,28,81452.77,2,12,1
1,33629.71,37,13000.45,4,13,0
1,67338.74,59,69167.43,4,15,0
1,48915.44,56,187383.83,2,10,0
0,46464.62,50,29738.0,4,15,0
1,40413.82,61,49400.87,5,10,0
1,37480.25,38,18135.13,2,14,0
1,54956.56,39,23898.24,4,17,0
1,37412.96,42,145766.55,3,8,0
1,50025.78,51,53064.68,1,14,1
0,50270.58,63,75082.74,2,12,0
0,46606.41,41,64729.12,1,13,1
1,49488.86,43,12062.09,2,10,0
0,30728.77,25,13076.56,3,15,0
0,35701.47,61,25095.29,1,9,1
1,50969.32,52,56366.35,2,14,1
0,41273.48,64,12978.36,2,13,0
1,44560.66,31,53977.47,2,14,1
1,36363.27,33,36589.08,5,17,1
1,38586.17,54,89879.75,5,8,0
1,32813.26,29,29714.52,1,15,0
1,39251.55,32,23814.43,5,17,1
1,39298.85,54,26650.46,3,13,1
0,41671.68,52,27441.72,5,13,0
0,19072.93,55,22783.49,1,9,0
0,33865.5,27,17825.23,3,13,0
1,48035.1,41,42825.93,3,12,0
1,63172.85,40,156720.47,3,17,1
1,47531.69,34,48525.84,3,13,0
0,30072.22,56,93375.88,3,9,0
0,56506.53,56,19160.85,4,16,0
0,38972.83,64,65838.6,2,9,0
1,43567.93,60,43450.11,3,9,0
1,42170.68,43,65032.17,5,16,0
0,40682.28,62,46760.48,2,15,0
1,38649.25,49,23567.14,4,14,1
0,42084.64,57,21694.5,4,10,0
1,32947.89,26,46128.1,3,17,0
0,30925.13,28,27030.64,4,8,0
1,29662.46,33,59238.84,4,10,1
0,26945.28,27,23304.64,2,17,0
1,52222.54,54,35287.83,1,15,1
0,38333.22,62,48628.29,5,13,1
1,57452.43,26,42310.67,5,16,0
0,35360.52,33,43154.59,2,16,0
0,35670.78,25,41982.3,4,17,0
1,49383.72,37,12123.74,5,17,1
0,33926.4,64,8785.38,3,12,1
1,45657.86,25,74036.6,2,16,1
0,44777.3,54,84545.26,5,8,0
1,47182.83,47,58737.23,1,17,1
1,61611.21,59,64819.03,4,14,1
1,47289.03,30,29796.55,4,17,0
0,39880.84,26,7672.0,1,11,0
1,35689.48,43,29208.85,3,13,0
0,26345.25,33,80008.27,4,11,1
1,49612.83,33,28905.79,4,17,0
0,32629.65,47,28390.2,2,17,0
1,56263.72,58,55121.8,5,13,1
0,23504.65,36,27573.41,3,8,1
1,44115.99,50,29534.21,5,15,0
1,34035.37,61,23415.59,2,9,1
0,34089.05,41,31574.55,2,12,0
0,48649.3,63,47126.02,5,15,0
0,42317.75,49,92037.27,4,17,0
0,26887.72,35,88835.37,2,10,0
1,29417.7,55,27547.14,1,10,0
0,49028.45,55,32542.19,5,14,0
0,27700.67,27,53683.01,4,13,0
0,34271.64,29,28022.93,4,9,0
0,23688.47,38,9599.36,3,10,0
1,53850.65,49,109278.71,2,11,1
0,32098.47,33,20137.77,3,11,1
0,40209.01,31,39780.04,1,16,1
0,48737.08,62,34166.35,1,13,0
1,40706.62,56,39682.3,5,9,0
0,30730.7,36,28237.13,2,8,0
0,35240.35,64,40029.18,2,9,1
0,50717.78,52,12726.43,4,13,0
1,23378.43,34,40008.22,5,12,0
0,22028.7,35,24157.94,4,8,1
0,39146.99,63,30737.58,3,14,0
1,38005.17,45,56538.32,5,10,0
0,37705.21,58,36170.15,5,11,0
1,48631.13,62,62057.13,2,11,0
1,44064.79,61,29955.89,3,12,1
0,23409.88,44,132178.05,1,8,0
1,38801.59,43,26092.22,3,10,0
0,29365.03,48,25480.89,4,13,1
0,48007.9,43,29004.19,5,12,0
1,36715.93,49,48000.08,3,16,0
0,41661.45,31,24711.14,2,15,1
1,53853.22,44,58343.44,4,15,0
1,34648.06,36,30382.13,4,15,0
0,35975.6,48,41777.26,2,8,0
1,43466.7,35,25817.1,2,13,1
1,52630.84,46,89046.05,4,12,0
0,34045.26,42,18314.68,4,12,1
0,20380.84,39,19017.25,3,10,0
0,48938.73,37,68142.88,5,17,0
1,33499.18,52,35435.47,5,8,1
1,60664.05,61,54922.83,2,13,1
1,37837.74,36,84771.89,1,13,0
0,46268.01,35,58472.48,5,16,0
0,46137.19,50,23099.01,3,12,0
0,29660.29,40,37829.78,5,9,0
1,43175.16,57,12705.77,3,12,0
0,18532.95,25,27126.71,4,11,0
1,32379.06,30,24948.06,3,13,1
0,25666.45,26,21987.52,4,13,0
0,39156.42,59,22514.48,2,15,0
0,34172.82,33,34271.46,1,17,0
0,37587.75,46,42817.44,1,14,0
0,21883.68,26,6736.72,2,10,0
1,50656.41,27,74717.84,4,11,0
0,17774.07,51,29913.8,1,8,0
1,56252.33,41,32257.32,5,12,1
1,62804.08,63,47656.94,3,12,1
1,40747.97,56,150387.37,3,10,1
1,73239.95,27,144787.74,3,17,0
0,35797.18,30,25280.84,4,15,0
1,57287.98,49,67105.25,1,15,0
0,29085.55,50,44123.56,2,8,0
1,53324.93,55,36080.52,4,17,0
0,50026.51,28,21776.72,4,16,0
