promo_applied,spend_90d,tenure_months,past_purchases,age
1,119.82,17,6,64
1,94.66,29,4,52
1,103.34,34,2,28
1,83.72,28,1,50
0,82.32,4,4,28
1,92.78,28,0,46
0,82.06,23,8,57
0,67.79,7,2,43
1,81.43,29,3,31
1,91.89,16,3,55
1,93.53,32,8,35
1,108.17,6,19,60
0,49.05,11,15,25
0,62.84,15,2,29
1,88.43,18,14,46
1,69.71,5,1,37
0,66.68,38,3,32
0,90.41,37,5,26
0,99.74,23,1,45
1,104.89,36,1,64
1,92.86,24,2,41
0,90.38,1,4,51
0,69.81,23,4,40
1,126.71,24,6,52
1,102.41,29,2,56
0,80.74,12,7,18
0,53.21,29,0,20
0,104.8,3,5,52
1,102.72,26,2,24
0,85.42,28,3,43
0,69.63,5,1,29
0,76.84,33,1,23
1,54.99,25,4,27
0,76.31,32,6,25
1,74.09,18,5,25
1,105.01,9,3,27
0,71.2,42,5,38
1,126.79,44,3,35
0,121.77,19,8,63
1,55.5,7,7,58
1,104.57,16,7,62
0,57.88,18,1,40
1,104.23,33,4,45
0,73.68,27,2,25
1,87.22,7,7,49
0,130.07,19,7,38
1,128.84,39,5,42
1,110.91,12,9,26
1,116.69,26,3,31
0,105.82,15,3,63
1,82.68,10,9,36
0,58.34,19,4,61
1,73.85,3,1,24
0,51.72,16,0,27
0,124.49,13,8,41
1,91.05,10,4,32
1,125.42,27,2,53
0,116.63,14,7,54
1,96.38,7,5,52
1,130.23,43,9,51
1,94.26,28,1,18
1,69.2,20,2,47
1,62.94,15,3,61
0,115.98,6,3,20
1,148.97,33,8,53
1,107.76,39,5,21
0,75.92,1,8,35
0,75.34,24,4,20
1,105.2,15,6,24
1,126.39,43,1,60
0,103.08,36,2,24
1,184.12,38,27,51
0,82.07,4,1,34
0,88.22,11,1,59
1,72.08,5,5,58
0,84.31,37,10,45
0,97.04,47,3,50
1,124.92,10,13,32
1,79.37,28,3,22
1,136.36,24,5,52
0,75.95,34,12,44
1,112.03,25,7,32
0,77.41,15,4,36
1,99.56,29,3,58
0,112.09,1,12,18
0,106.97,23,6,43
1,49.63,13,2,31
0,104.64,7,20,64
1,128.43,33,2,60
0,64.35,47,4,26
1,131.38,24,8,29
0,121.78,4,2,48
1,125.79,44,4,25
0,72.96,41,6,20
1,109.11,44,8,33
0,57.55,9,7,29
0,56.08,10,6,24
0,64.5,2,5,42
0,98.99,23,2,59
0,80.16,31,4,31
1,113.2,46,5,49
0,95.61,12,2,29
0,63.02,38,4,50
1,135.38,27,7,59
1,90.2,39,5,40
0,97.65,4,2,50
0,7.6,24,2,58
0,81.58,9,11,33
1,87.15,39,0,42
1,134.51,38,9,19
0,65.84,4,2,37
0,102.75,25,1,34
1,63.28,30,2,34
1,160.52,45,9,53
0,66.65,10,2,19
0,71.51,20,1,62
1,167.23,34,8,60
1,86.24,20,3,60
1,87.75,5,16,19
0,48.94,2,3,22
1,114.35,19,8,36
1,115.44,41,4,29
0,76.77,46,2,44
1,100.23,37,6,30
1,98.8,33,12,34
1,107.79,43,3,19
0,64.0,9,1,34
1,109.1,15,8,53
1,131.36,27,20,33
1,149.74,42,3,57
0,51.58,34,1,35
1,114.54,11,12,61
1,122.08,40,1,45
1,86.28,30,8,48
0,64.69,43,2,50
1,128.12,15,6,54
1,92.77,34,1,43
1,108.06,9,5,40
0,133.28,34,34,27
1,106.0,32,6,45
0,101.7,20,4,30
0,62.59,20,8,33
0,87.04,25,1,30
0,114.08,1,4,50
1,52.51,31,4,29
0,172.52,18,44,51
1,147.88,16,22,64
0,49.47,8,2,53
1,103.7,30,5,32
0,67.57,44,1,59
1,117.41,21,7,51
1,103.17,17,1,54
0,25.56,9,3,33
1,105.77,25,1,45
1,47.1,14,2,39
0,84.13,34,5,57
0,82.39,18,2,50
1,101.84,34,2,39
1,147.33,39,7,54
1,99.19,3,2,60
1,101.38,21,5,47
0,111.42,22,8,36
0,105.03,38,4,62
1,139.27,36,4,39
1,59.94,27,1,27
1,98.89,35,3,38
0,82.3,5,1,48
0,119.9,32,19,64
0,79.83,39,4,20
0,72.26,30,4,22
1,80.51,16,2,35
1,116.85,24,5,61
1,51.77,22,3,22
1,91.29,31,6,62
1,204.36,36,19,61
0,84.84,32,4,18
0,34.56,15,3,19
1,75.47,13,8,28
0,75.43,8,9,32
0,78.28,24,3,26
1,154.01,43,7,31
0,68.22,32,2,20
1,169.02,45,18,35
0,96.62,18,4,33
1,129.76,14,3,19
0,125.63,12,17,39
1,42.57,21,1,33
0,89.78,16,7,46
1,103.07,27,4,45
1,118.32,45,2,40
0,50.12,6,2,31
1,180.54,40,15,42
0,51.9,10,1,45
1,107.09,31,3,54
0,76.61,16,5,43
0,92.58,4,6,55
0,57.45,19,13,22
1,104.31,37,1,50
0,57.25,45,2,40
1,122.92,25,8,48
0,74.75,6,3,18
0,66.57,35,5,41
1,100.42,31,4,57
1,95.43,20,4,32
1,169.58,38,20,45
1,48.16,24,1,18
0,58.28,21,2,25
0,58.04,24,0,46
0,84.14,23,13,56
1,120.54,47,1,45
1,121.26,37,6,46
0,77.16,8,5,47
1,132.69,43,2,56
1,74.44,20,1,52
0,79.5,26,1,46
0,36.32,19,1,29
0,113.43,35,4,34
1,126.63,38,4,27
1,122.28,36,6,62
1,81.44,43,2,19
0,59.81,36,3,22
0,92.44,24,5,35
0,77.45,27,2,41
1,61.8,26,2,34
1,60.32,4,7,19
0,72.76,22,2,43
1,124.81,27,3,56
0,80.9,30,9,18
0,77.89,31,14,40
0,110.67,5,20,37
0,85.7,22,4,61
1,88.05,41,3,46
0,56.77,2,5,35
1,114.14,39,2,55
1,138.06,27,6,62
1,118.7,29,1,42
1,87.73,33,1,50
0,58.03,33,4,48
1,63.95,8,4,39
0,85.89,35,1,23
0,52.63,31,2,33
1,85.92,11,7,38
1,95.3,23,2,36
1,107.91,46,8,33
1,86.03,5,5,18
1,95.73,6,20,26
1,116.1,16,6,29
1,176.5,45,7,63
1,84.43,13,5,39
1,68.22,2,1,35
0,117.29,11,1,55
0,63.89,12,2,34
1,110.57,14,6,20
1,103.55,27,1,52
0,50.4,31,3,64
0,35.21,17,2,45
0,82.59,6,10,19
1,152.66,47,13,39
1,99.72,39,3,18
0,93.06,17,24,43
1,118.65,44,5,56
1,99.35,31,0,47
0,39.27,10,2,31
0,105.45,8,4,42
0,72.75,9,4,59
1,90.45,25,11,22
0,49.23,27,4,27
1,67.62,16,6,28
1,127.16,33,9,44
0,63.06,5,10,25
0,78.93,44,4,32
1,149.54,35,17,57
0,98.05,43,2,58
1,94.59,1,9,64
1,107.58,25,5,39
0,95.23,27,3,55
1,115.07,28,1,18
1,93.32,33,2,34
1,116.99,22,5,22
1,163.57,37,3,64
1,121.97,40,13,21
1,70.93,10,6,25
1,164.61,44,1,32
1,96.42,39,3,43
0,37.99,10,3,28
0,67.25,42,3,25
1,43.46,20,1,20
0,67.77,35,2,25
1,75.19,40,2,27
0,38.02,2,6,30
0,49.65,38,4,27
1,100.99,7,2,23
1,109.0,39,1,41
0,66.51,36,3,31
1,110.61,3,15,64
1,139.13,43,21,49
1,122.37,32,17,36
0,40.81,15,2,31
1,88.11,28,11,46
0,60.63,10,5,49
1,131.07,30,11,35
1,142.3,45,8,34
0,104.51,19,8,37
1,180.84,36,6,48
1,84.32,24,2,24
0,40.89,12,3,25
1,97.71,20,2,52
1,74.44,25,1,19
1,74.51,28,5,56
1,145.43,46,5,54
1,98.53,28,5,35
1,82.22,36,1,20
0,118.38,42,13,47
1,100.28,15,7,49
1,127.86,31,6,56
1,156.8,32,14,61
1,74.54,31,1,18
0,118.16,28,17,20
0,69.68,29,2,29
0,74.64,1,2,64
1,104.44,40,5,38
0,63.89,21,12,26
0,104.81,21,9,44
1,93.98,43,2,34
0,48.48,16,2,42
0,38.23,19,0,46
1,87.18,11,9,50
0,99.21,7,2,51
1,98.14,14,8,37
0,96.19,9,1,63
1,88.57,13,2,49
1,122.1,43,2,61
0,68.27,18,2,36
0,76.6,14,5,19
1,85.58,30,2,19
0,71.58,22,5,29
1,127.38,32,6,46
1,82.48,17,2,49
1,77.31,5,6,48
0,137.26,41,12,54
0,70.29,21,11,30
0,133.8,17,20,20
0,169.04,28,45,50
0,82.02,3,3,54
1,156.29,46,17,61
0,91.45,29,6,40
0,78.97,7,2,32
1,31.97,2,10,31
1,91.44,34,0,19
0,103.18,34,7,49
0,75.09,6,5,63
1,105.53,32,1,61
1,112.55,36,2,33
1,95.03,39,5,27
0,87.68,4,2,50
0,66.12,21,2,31
0,81.66,41,2,63
0,54.1,3,1,19
0,114.77,10,4,58
0,101.33,4,25,49
1,114.32,40,3,62
0,53.67,7,8,18
0,103.89,11,1,40
1,161.48,47,10,40
0,55.59,38,3,19
0,113.91,19,2,34
1,132.79,35,2,39
0,83.56,20,9,20
0,79.43,9,5,49
1,94.18,43,2,18
0,48.51,9,5,30
1,89.67,44,2,39
0,122.32,2,13,50
1,121.42,34,3,43
1,109.34,26,7,54
1,74.16,24,1,34
0,95.55,3,12,43
0,63.04,21,1,28
1,167.59,32,29,29
0,54.59,1,16,35
1,84.22,43,4,50
0,134.62,46,30,45
0,78.71,24,3,58
0,100.53,13,9,43
0,132.62,32,6,48
0,89.21,22,3,47
1,98.21,25,4,42
0,91.2,8,7,31
1,104.21,35,4,24
1,94.48,14,20,18
1,83.49,35,1,31
0,67.21,29,12,45
0,56.52,25,4,22
0,94.1,15,2,45
1,118.28,41,4,38
0,75.98,14,3,28
1,47.59,1,1,48
0,54.01,43,2,27
0,85.61,23,0,55
1,87.14,21,3,52
1,77.19,41,2,31
1,132.58,46,7,41
1,112.98,42,3,53
0,56.36,11,3,36
1,80.15,23,7,55
1,109.97,22,3,29
0,39.45,9,4,31
1,108.3,39,6,58
0,71.41,31,5,32
0,134.43,30,30,63
0,102.78,25,19,52
1,49.37,8,3,47
0,57.49,21,5,19
1,61.12,16,7,18
0,93.31,2,1,41
1,77.54,21,1,28
0,86.52,10,4,24
0,55.0,9,2,35
1,88.19,17,1,29
1,125.88,41,3,19
0,94.18,18,1,25
1,94.1,45,1,63
0,80.31,16,6,38
1,157.48,41,4,41
0,88.57,14,2,47
1,69.03,21,2,39
0,31.06,38,1,43
1,114.65,21,5,63
0,138.41,42,7,31
1,97.38,37,1,23
0,62.16,19,2,58
0,69.2,26,8,60
1,98.25,5,5,31
1,74.21,24,1,64
1,109.12,41,7,57
1,62.07,33,0,27
0,91.09,36,32,20
1,90.61,19,4,32
1,109.85,45,4,54
1,72.22,28,10,23
1,156.57,23,18,28
1,166.53,41,8,61
1,113.26,4,2,44
0,66.39,35,0,32
1,142.12,45,15,53
0,78.98,40,9,63
0,97.04,21,2,57
0,57.61,9,4,62
0,43.8,33,2,19
0,48.65,23,2,28
1,68.29,14,6,46
0,71.71,5,3,39
1,115.78,40,4,30
1,119.27,38,2,39
0,73.44,6,3,47
1,36.32,6,2,30
1,81.62,25,2,23
1,73.52,43,4,36
1,107.82,46,1,50
0,104.75,9,4,37
1,106.07,31,6,48
0,89.99,18,5,26
0,76.62,27,9,58
0,74.96,29,7,34
0,94.76,12,4,34
1,119.4,43,2,45
0,86.36,22,4,47
0,75.47,6,2,43
0,129.86,14,15,53
0,99.4,4,5,29
0,102.64,30,3,45
0,93.82,27,5,34
1,80.56,34,2,20
0,131.65,36,37,25
0,103.36,26,4,44
1,122.74,40,8,18
1,149.87,22,7,53
1,64.78,4,8,33
1,117.34,46,3,44
0,87.55,8,1,61
1,60.63,27,2,43
1,92.54,22,8,39
0,64.13,40,3,39
1,172.21,37,15,46
1,101.06,20,8,56
0,80.85,41,24,41
1,73.7,3,8,35
1,131.14,39,3,38
0,65.9,4,3,55
1,148.18,44,8,54
1,81.19,36,2,30
1,94.52,11,1,46
1,152.08,42,5,64
1,91.07,47,2,34
0,67.24,46,10,22
0,90.01,1,7,22
1,131.4,46,3,52
0,110.24,23,4,47
1,78.07,42,3,21
1,115.35,46,4,61
0,69.38,4,1,29
1,77.76,7,1,52
1,174.86,39,32,20
1,87.73,46,2,35
0,65.58,11,3,46
1,113.95,17,6,20
1,79.94,31,10,51
1,119.51,11,8,54
1,100.62,40,7,53
1,106.27,32,6,40
1,140.26,20,3,41
1,151.3,19,0,51
0,84.34,12,5,25
1,129.88,37,3,51
1,167.03,45,10,38
0,127.85,46,17,41
1,119.02,45,7,27
1,92.02,33,5,50
1,103.14,23,2,23
1,135.1,38,2,23
1,75.5,9,10,34
1,72.66,5,5,39
0,100.89,21,18,59
1,46.55,15,2,25
1,95.41,13,2,48
1,64.5,9,7,24
0,88.47,9,5,56
1,119.98,38,5,37
0,83.99,25,1,22
0,96.68,10,2,52
1,98.78,39,4,44
1,133.72,43,1,42
0,89.48,3,4,36
1,117.39,44,5,49
0,87.39,18,13,33
0,151.8,17,29,33
0,86.78,21,11,48
0,110.19,12,5,51
1,64.5,9,1,30
0,73.94,5,2,18
1,91.28,38,5,30
0,72.92,17,3,45
0,100.01,18,9,55
0,84.84,14,5,52
0,87.11,2,5,37
1,90.87,22,3,45
1,66.89,5,3,56
0,35.92,35,4,24
0,104.76,6,11,36
1,134.1,40,4,61
1,97.46,10,1,63
1,100.95,28,2,28
1,103.66,17,2,57
0,66.71,17,17,24
0,14.42,4,8,23
0,52.08,43,3,43
1,135.69,45,6,31
1,75.53,25,4,59
0,96.33,17,9,63
1,127.65,36,7,48
1,116.28,36,3,61
0,56.56,18,8,22
1,90.93,12,1,43
0,88.69,27,3,23
0,121.74,14,9,40
0,105.46,4,8,53
0,86.18,25,1,34
0,100.06,28,14,39
0,88.5,27,1,41
1,85.74,20,4,53
0,93.66,2,4,22
1,97.79,1,6,63
1,72.45,44,1,30
1,119.78,42,10,31
0,32.29,8,4,63
1,129.45,20,7,59
0,45.68,17,7,36
0,82.78,11,1,22
0,70.73,44,5,21
0,52.75,14,2,18
1,92.18,27,5,62
0,80.87,20,3,32
1,72.65,1,10,41
1,142.16,47,3,47
0,144.22,16,23,59
0,37.27,27,3,35
1,89.07,29,13,21
1,94.81,45,6,64
0,89.26,9,8,52
0,92.01,21,19,20
0,53.45,12,4,44
0,98.84,12,5,52
1,103.55,6,24,18
1,68.3,5,2,24
1,112.36,43,4,41
0,64.53,10,2,51
1,98.32,26,4,57
1,73.73,23,1,31
1,99.99,14,8,57
0,111.86,14,8,49
1,113.36,32,2,56
0,53.75,33,2,23
1,165.87,41,5,64
1,91.96,46,7,36
1,99.9,39,5,35
1,52.77,8,3,30
1,131.04,38,2,21
1,111.07,1,13,57
0,76.96,10,9,18
1,80.22,30,0,61
1,116.88,46,5,28
0,136.9,7,10,21
0,81.12,17,9,57
0,100.72,40,8,59
0,95.83,5,9,56
0,101.94,34,5,23
0,57.53,27,5,23
1,110.89,46,3,44
0,116.77,6,6,36
1,106.63,47,2,20
1,83.7,33,2,38
1,111.8,40,10,55
1,107.28,37,5,22
0,123.6,23,9,41
1,129.83,34,5,61
0,134.89,19,6,41
0,63.24,5,3,20
0,28.47,37,1,37
0,75.09,6,5,60
0,99.67,47,18,28
0,63.1,33,3,18
0,26.98,9,5,32
1,133.08,42,12,34
0,88.22,1,3,47
1,105.12,25,3,32
0,69.51,37,6,22
1,22.26,1,1,62
1,117.03,41,1,28
1,109.6,18,3,52
1,95.38,46,4,61
0,38.57,7,3,24
1,171.62,27,25,54
0,85.65,27,11,20
0,56.57,44,2,37
1,131.64,47,6,64
1,102.05,25,5,41
0,58.3,5,7,28
0,52.41,27,3,46
0,71.49,21,2,51
0,65.76,27,5,50
0,60.3,44,1,39
0,71.29,32,0,62
1,101.47,18,5,54
0,75.9,42,4,45
0,75.67,3,1,62
1,98.16,31,0,22
0,78.36,43,2,29
1,103.06,43,9,51
1,113.7,17,1,30
1,88.55,10,5,32
1,54.42,5,1,36
1,155.46,36,19,30
1,135.53,41,2,37
0,90.53,17,3,42
1,74.83,19,1,32
0,81.08,10,5,57
1,95.49,44,5,34
1,98.76,46,2,45
1,101.58,35,5,25
1,75.96,18,10,63
1,159.88,45,5,51
1,123.41,19,2,64
1,114.21,31,10,51
1,160.79,40,17,19
0,72.56,24,4,22
0,120.54,35,28,47
1,107.57,26,3,30
1,105.26,39,9,36
0,86.01,41,1,61
1,63.1,11,1,29
0,62.69,23,3,41
1,160.03,34,16,38
1,88.19,22,4,42
1,97.73,29,7,64
1,105.21,29,4,44
1,150.33,40,1,64
1,65.82,16,10,47
0,79.94,13,4,37
0,88.22,30,13,61
1,113.45,24,7,49
1,85.85,9,12,60
1,37.01,12,1,37
0,102.27,16,26,18
1,93.25,28,11,37
0,79.41,7,3,57
1,137.6,47,5,23
1,112.99,15,7,39
1,92.5,31,3,54
1,95.87,35,4,21
0,40.3,12,1,23
1,45.1,37,1,25
1,121.3,43,4,24
1,99.27,40,0,61
1,121.44,26,7,36
0,35.59,5,2,29
0,70.45,34,9,27
1,131.28,38,2,21
1,133.49,42,13,45
1,129.55,18,9,29
1,117.82,35,2,43
0,39.67,27,4,27
1,110.16,33,12,52
0,113.55,19,1,53
1,98.35,25,3,19
0,85.13,2,16,53
1,72.34,31,2,21
1,89.3,19,9,40
0,90.29,36,4,62
1,90.45,31,3,38
0,97.99,22,2,41
1,175.68,40,14,52
0,69.67,11,2,50
0,107.89,26,1,51
1,127.1,42,4,35
0,84.92,6,1,29
1,70.14,30,2,36
1,109.11,36,2,34
0,88.44,19,5,33
0,76.01,23,6,18
0,64.79,32,2,39
0,62.17,29,5,28
1,71.83,21,1,22
1,109.05,44,7,60
0,71.57,14,10,23
0,94.99,23,4,49
0,105.21,7,9,59
1,159.8,47,15,20
0,86.04,2,2,59
0,80.56,35,0,35
1,101.18,40,2,23
1,129.64,44,1,53
1,165.66,39,27,29
0,75.24,42,3,38
0,58.25,14,1,30
0,91.65,4,5,32
0,110.39,2,6,31
1,124.55,46,8,21
1,105.68,7,11,37
1,60.84,24,1,41
1,85.45,25,10,64
1,69.59,13,3,20
0,84.47,12,1,20
0,87.67,44,2,41
1,88.38,37,3,37
0,60.75,3,2,39
1,80.25,20,4,26
1,98.36,39,6,55
1,95.44,13,3,27
0,110.96,8,11,37
1,100.17,34,5,28
0,71.86,8,1,24
1,105.8,16,3,40
1,125.67,45,2,31
1,120.88,46,6,54
1,127.23,44,9,47
1,91.19,7,11,22
1,128.32,32,9,34
0,114.67,30,13,24
1,113.05,28,6,44
1,123.83,39,0,56
0,73.18,7,2,56
0,103.02,26,9,53
0,59.08,29,4,52
1,137.2,39,13,46
0,87.08,28,4,41
1,119.01,30,2,23
1,74.83,8,8,56
1,106.76,45,3,23
0,132.5,5,4,49
1,125.2,30,1,53
1,64.16,33,1,60
1,148.81,25,16,38
1,112.97,46,4,36
0,49.57,10,3,20
1,140.9,46,5,40
1,77.53,28,2,22
1,131.09,45,11,19
1,110.83,41,5,41
0,60.09,9,4,55
1,83.62,1,6,21
1,71.26,11,5,60
0,154.55,18,22,58
1,53.06,6,1,24
1,48.31,18,5,42
1,101.93,28,9,43
0,86.08,9,2,27
1,50.53,23,0,21
0,52.58,4,12,32
1,100.1,4,7,25
1,93.74,14,0,47
0,107.43,25,1,49
0,80.14,43,2,58
1,117.77,38,0,31
0,80.72,7,5,48
1,78.28,24,3,31
1,99.53,31,4,42
0,71.0,42,2,45
0,107.38,14,6,30
1,75.59,39,2,23
0,69.28,20,1,60
0,47.92,47,2,34
1,127.24,41,6,53
1,111.15,25,12,54
1,84.55,30,3,39
0,68.23,43,3,43
1,126.39,41,6,23
0,72.9,28,2,58
0,63.17,12,5,23
0,30.22,6,6,22
1,110.71,35,10,51
0,71.26,23,4,47
0,77.0,21,16,52
1,93.97,47,4,21
1,113.01,41,3,22
0,63.89,14,1,28
0,113.74,20,4,39
1,126.64,46,4,31
0,110.16,7,8,61
1,145.06,31,8,45
0,84.83,7,2,28
1,88.91,32,4,50
1,71.47,32,2,23
0,35.45,5,0,34
0,100.36,13,2,58
0,108.27,40,5,48
1,71.36,30,1,39
0,68.73,1,6,41
0,34.31,32,5,39
1,138.91,45,4,55
0,89.62,1,4,56
0,82.0,8,6,51
1,143.85,45,2,43
1,124.79,42,2,28
0,96.96,17,1,56
0,66.32,2,3,21
0,108.19,45,7,63
0,98.33,35,10,48
1,32.98,17,6,32
1,140.41,45,2,35
1,76.41,6,9,30
1,100.41,31,1,35
1,79.97,16,5,25
0,80.9,21,5,60
1,85.81,11,1,39
1,119.67,16,8,22
0,79.63,5,15,34
0,67.59,43,2,19
1,105.26,15,1,62
1,93.14,21,13,35
0,93.95,41,8,46
0,53.23,26,3,22
0,59.52,37,2,27
1,143.09,42,11,33
1,120.63,37,1,35
1,107.02,29,13,18
0,53.76,38,2,40
1,107.23,22,14,42
1,39.78,7,5,43
1,89.4,34,3,25
1,98.88,14,6,54
1,117.93,35,8,62
0,113.25,16,31,59
0,60.29,11,5,52
1,42.98,13,1,23
0,58.98,29,2,33
1,99.96,42,3,19
0,85.5,29,4,43
0,65.2,31,6,24
0,88.1,24,6,44
1,72.07,24,4,44
1,164.05,35,24,57
1,120.59,46,0,26
0,74.97,3,2,22
0,48.71,14,0,29
0,121.93,36,10,63
0,137.67,5,18,59
0,70.36,18,6,36
1,121.7,43,6,19
1,143.16,35,5,21
1,97.26,28,3,42
0,95.14,35,6,27
1,77.75,39,1,21
0,110.41,5,9,33
0,92.01,2,8,41
1,90.9,44,0,47
1,110.28,37,4,59
0,65.58,23,0,58
1,112.02,38,6,41
0,76.63,18,2,19
1,94.27,35,3,29
1,69.51,22,4,61
0,103.74,17,3,50
1,124.51,37,1,54
0,18.57,11,4,32
0,82.39,22,2,18
1,92.82,3,7,38
1,121.71,36,6,46
1,110.65,26,5,28
0,93.57,11,2,54
0,99.49,44,1,31
0,126.7,10,7,64
1,105.71,42,3,18
1,99.76,19,3,46
1,109.55,31,10,38
0,77.38,7,4,20
1,158.28,46,2,55
1,110.58,24,3,33
0,85.83,39,7,19
1,97.52,27,5,31
0,80.38,13,5,43
0,58.04,22,5,33
1,73.31,13,1,58
1,107.88,26,5,47
1,75.98,17,1,21
1,50.29,17,5,24
1,118.41,22,8,35
1,86.13,25,1,30
1,92.34,8,6,22
1,115.0,14,9,47
0,64.8,3,5,38
0,75.93,12,0,56
1,32.07,13,3,23
0,113.58,2,22,49
1,163.77,35,19,24
1,145.01,39,3,53
1,112.06,35,4,56
1,119.69,14,15,47
1,130.87,33,3,47
1,96.22,16,5,48
1,125.19,42,5,59
0,99.5,21,1,38
0,79.51,43,18,32
0,72.96,19,6,60
0,148.57,13,33,57
0,50.9,43,3,19
0,77.98,11,6,48
1,148.34,29,17,23
0,95.38,30,2,39
1,71.19,25,10,26
0,73.71,20,7,21
0,75.07,33,15,47
0,102.86,30,2,62
0,105.32,18,4,60
0,93.61,17,5,57
1,124.11,40,2,31
1,78.53,9,2,63
1,125.39,26,11,49
0,112.21,26,12,47
0,97.49,22,3,33
0,53.6,1,10,39
0,51.55,8,2,40
0,117.9,2,11,33
0,63.21,38,1,41
0,101.61,44,8,31
1,66.11,21,2,41
1,221.51,10,52,62
1,121.13,25,2,39
0,72.34,12,7,62
1,81.03,32,1,52
0,95.44,42,4,46
1,138.26,43,5,44
1,166.23,32,27,20
1,89.1,42,0,24
1,135.09,46,2,60
0,67.46,29,9,18
1,71.0,27,11,33
0,70.4,4,8,20
1,131.03,31,8,61
0,87.42,7,5,53
0,84.67,43,7,41
1,81.27,3,3,61
0,83.24,12,2,41
0,87.73,26,10,56
1,73.11,25,0,28
0,48.01,1,7,42
0,66.78,5,8,33
0,56.86,32,2,43
0,80.56,47,3,42
1,99.32,36,1,47
1,99.22,26,5,38
0,59.13,12,1,21
1,138.97,29,14,36
1,110.49,20,7,29
0,103.16,9,31,46
0,74.46,16,8,32
0,218.08,12,76,63
0,70.13,10,1,27
1,115.33,15,3,46
0,96.7,11,0,61
0,109.1,4,8,64
0,38.19,4,1,40
1,101.45,47,2,58
0,49.12,12,0,18
1,72.87,34,5,19
1,59.17,3,10,48
0,84.65,42,2,54
0,83.14,15,14,38
0,67.28,2,4,28
1,100.98,23,2,55
0,28.7,47,2,26
1,96.48,42,1,37
0,23.81,33,2,18
1,63.46,11,2,55
0,38.43,2,3,19
1,84.11,20,1,46
0,54.28,43,1,44
1,75.51,9,8,47
1,114.47,15,3,53
0,78.62,28,1,61
1,96.64,24,5,28
1,92.02,6,9,40
1,119.96,42,22,54
1,88.64,41,7,56
0,84.71,35,6,45
0,90.13,19,2,54
1,101.81,15,2,27
0,71.78,15,4,36
1,41.12,1,7,22
0,71.06,18,2,38
0,79.03,45,10,44
0,72.2,17,5,20
0,67.41,21,3,34
0,123.05,23,4,43
0,75.18,16,7,27
0,33.49,25,2,43
0,110.09,43,3,32
1,115.32,46,5,19
1,134.52,39,8,34
1,107.07,19,6,43
0,67.39,4,3,25
1,124.5,15,18,45
1,109.68,19,3,61
1,74.9,25,3,31
1,150.49,38,4,56
0,59.7,2,4,43
1,91.19,27,4,22
1,91.82,23,1,47
1,65.44,12,2,21
1,112.37,42,2,37
1,65.72,11,8,43
0,65.42,17,1,43
0,86.07,22,10,22
1,143.73,44,4,37
0,100.4,10,3,51
0,39.01,45,3,24
1,167.59,45,19,61
0,93.15,14,18,61
1,114.44,28,2,37
0,94.43,10,3,48
0,48.23,26,3,55
0,84.57,14,5,60
0,103.4,1,5,42
0,80.57,6,6,22
1,88.72,16,0,51
1,117.32,11,4,53
1,85.05,23,3,26
1,126.6,38,7,55
0,56.55,44,2,63
1,99.29,40,2,51
1,113.19,33,16,27
0,43.61,33,1,42
1,130.26,14,9,34
0,101.15,25,8,23
1,90.23,37,0,37
1,123.39,16,9,32
1,81.67,39,1,63
1,124.21,45,14,41
1,111.15,47,8,38
0,90.68,10,2,21
0,101.08,27,3,52
0,53.46,35,1,49
0,89.26,33,0,52
0,88.23,4,6,38
1,104.44,32,8,54
1,83.1,22,6,40
1,93.76,28,6,21
0,99.62,34,17,38
1,73.85,15,5,32
1,68.06,19,1,29
0,77.41,12,6,19
1,71.76,16,1,42
0,79.59,29,4,50
1,111.32,40,2,26
1,75.02,20,3,39
1,35.68,2,1,43
1,52.85,4,2,30
1,66.44,30,6,52
0,104.04,27,3,35
1,110.68,35,6,62
1,192.56,36,21,39
0,60.55,37,1,31
1,109.7,4,22,50
1,150.42,17,23,27
1,135.98,42,1,45
1,134.16,47,6,22
1,66.08,3,6,60
0,99.28,20,10,63
1,79.69,14,5,61
1,96.18,33,6,28
1,119.39,38,1,33
0,97.29,3,9,56
0,56.76,4,1,48
1,153.45,41,11,39
1,63.85,2,1,19
0,108.32,9,4,22
0,62.85,12,2,48
1,75.29,21,7,32
0,72.37,16,8,44
0,91.08,1,1,27
0,77.72,43,5,32
0,64.85,2,4,20
0,91.9,12,3,47
1,66.64,13,1,39
1,98.94,11,11,38
0,62.29,3,3,31
0,89.03,12,4,39
1,65.85,40,1,26
0,74.55,31,11,21
0,72.58,37,5,26
0,66.91,23,5,48
1,104.72,29,4,47
0,91.42,10,3,61
1,45.63,6,1,21
1,103.47,37,2,28
0,52.03,23,0,31
1,119.82,26,10,34
1,37.92,4,3,51
1,83.35,26,3,47
1,87.57,35,5,47
1,95.18,40,7,61
1,165.53,40,10,47
1,134.99,22,25,33
0,76.06,1,2,19
0,72.94,37,1,54
0,45.91,4,7,20
0,79.12,21,1,46
1,105.59,39,3,42
0,83.68,14,1,61
1,93.95,17,1,25
1,93.14,38,3,30
0,71.48,11,2,34
1,153.73,35,23,29
0,47.97,28,3,18
0,124.9,38,14,19
1,113.18,25,14,44
0,105.24,6,9,55
1,129.25,28,15,58
0,58.83,30,5,25
1,108.63,33,3,24
0,34.76,31,2,36
0,78.09,8,6,48
0,68.09,44,4,20
0,117.33,29,14,63
0,57.41,16,2,18
